auc,average_precision,brier,sensitivity,specificity,precision,f1,tn,fp,fn,tp,analysis
0.9139300533491405,0.8437500560410843,0.0812986574363995,0.6571428571428571,0.970954356846473,0.8679245283018868,0.7479674796747967,234,7,24,46,No class weight
0.913040901007706,0.8423957881239723,0.08910277643189134,0.7142857142857143,0.946058091286307,0.7936507936507936,0.7518796992481203,228,13,20,50,Base RF
0.9125666864256076,0.8412429553904885,0.08920614644270405,0.7142857142857143,0.946058091286307,0.7936507936507936,0.7518796992481203,228,13,20,50,Winsorized numeric 1-99%
0.9106105512744518,0.8360661026977313,0.08995715008193404,0.7142857142857143,0.946058091286307,0.7936507936507936,0.7518796992481203,228,13,20,50,Mean numeric imputation
