auc,average_precision,brier,sensitivity,specificity,precision,f1,tn,fp,fn,tp,subgroup,n,pcs_n
0.9513888888888888,0.7647537647537648,0.058600461938952284,0.5,1.0,1.0,0.6666666666666666,48,0,3,3,No abdominal pain,54,6
0.9203988507689707,0.89374201220157,0.11553418896073704,0.8032786885245902,0.865979381443299,0.7903225806451613,0.7967479674796748,84,13,12,49,High GGT,158,61
0.9168803418803418,0.8409004683238667,0.10085989593596084,0.7,0.9230769230769231,0.7567567567567568,0.7272727272727273,108,9,12,28,Age >=60,157,40
0.9165883458646618,0.8171999897425849,0.08086415861279392,0.65625,0.9699248120300752,0.84,0.7368421052631579,129,4,11,21,Female,165,32
0.915204678362573,0.8642024922758642,0.09651107187332512,0.7631578947368421,0.9166666666666666,0.7631578947368421,0.7631578947368421,99,9,9,29,Male,146,38
0.9131720430107526,0.8465435429823444,0.07531298053682216,0.7333333333333333,0.967741935483871,0.8461538461538461,0.7857142857142857,120,4,8,22,Age <60,154,30
0.911431347150259,0.849553637334704,0.0944310417117239,0.734375,0.9326424870466321,0.7833333333333333,0.7580645161290323,180,13,17,47,Abdominal pain,257,64
0.6692708333333334,0.3046144747631823,0.059663359401041394,0.0,1.0,0.0,0.0,144,0,8,0,Low GGT,152,8
