bootstrap,auc_boot,auc_original,brier_boot,brier_original,calibration_intercept_boot,calibration_intercept_original,calibration_slope_boot,calibration_slope_original
166,0.9958558765972142,0.9558387670420866,0.035088954830146825,0.056292948333176565,-0.03831774370398624,-0.022717796394691427,2.9057410829633024,1.8532878003079722
167,0.9970016088927892,0.9648488441019563,0.0359528623525331,0.057838523188141214,-0.2494587608072973,0.48758888316228105,3.815288521494857,2.2966127587134366
168,0.9955305091333074,0.9720213396561944,0.03656576943819211,0.05652403207251806,-0.2903928497863894,0.03900397623731604,3.0614730443275393,2.16425704164447
169,0.9938157081014224,0.9825133372851216,0.04384108934574309,0.058303503498267954,-0.23616987407283113,0.12292331336626139,3.4086375141767116,2.7770110373702415
170,0.9968637992831542,0.9572021339656195,0.02950181688532032,0.06080732624661362,-0.36831726570271506,-0.3231514989282167,2.722612860277822,1.6527070464097122
171,0.9959183673469388,0.981209247184351,0.04062870583843161,0.05843305884951518,-0.05455019112781915,0.09681826516109489,3.6592361732527325,2.773491704331193
172,0.9962275819418677,0.9561351511558981,0.03157088087286628,0.058131703834660195,-0.3805710838623566,0.0027840859072021614,2.888881201858429,1.7913628669399349
173,0.9979096045197741,0.976882039122703,0.03464344535660423,0.05951695642532533,0.8501559259182023,-0.005672401771694081,4.420053771728279,2.19494401510087
174,0.9990515708358032,0.9455245998814463,0.025020743471716837,0.05585619858552476,-0.6760208758964833,0.2633388840923295,4.163710709213267,1.6482858611239481
175,0.9964078002052685,0.9643746295198578,0.034476058168862025,0.05844024645605665,-0.0059850550596221965,-0.34141912042980643,3.273506696134644,2.0205615252555007
176,0.9973372064875332,0.9676941315945465,0.03412249088833459,0.05709513167918379,-0.20941934898185516,-0.16551426426097812,3.6327246904529744,2.063779701794063
177,0.9936158192090395,0.9837581505631299,0.043612815391226654,0.059226746035918085,0.26841780669410714,-0.23718025719856498,3.2615567948745183,2.5555838934513506
178,0.997760832728153,0.9682868998221695,0.03718529575654164,0.058038561901176976,0.118638263309422,0.08451893910837048,4.026148490474242,2.426902755051112
179,0.9963744588744589,0.9730883224659158,0.03430907025652881,0.05954129309361496,0.1029351143803253,-0.1925739330469088,2.9801033712867198,2.0371777504393918
180,0.9949378232640035,0.9687611144042679,0.03861395984318906,0.05920990071347133,-0.37906548182492505,-0.4937211362370737,2.7132649201134686,1.9045250274479075
181,0.9981609195402298,0.9548903378778897,0.02392254885088696,0.061275102991214275,-0.39516700076926325,0.23432753211703278,3.435731325097693,1.6955407922373924
182,0.9967105263157894,0.9722584469472436,0.03952990861639174,0.05731550242300219,-0.35657554647914663,0.20024482436518945,4.269667378121958,2.5773976004159427
