metric,apparent_oof,bootstrap_original_mean,bootstrap_original_95ci_low,bootstrap_original_95ci_high,mean_optimism,optimism_corrected
auc,0.9167160640189685,0.9687828097213991,0.9505601659751038,0.9850933609958507,0.027471218537805292,0.8892448454811632
brier,0.0882096548701494,0.059012425672535465,0.05519465305204581,0.06416442073734221,-0.022439341790559,0.11064899666070839
calibration_intercept,-0.3239011134111973,-0.10147185721482949,-0.546946796963868,0.44947800435538987,-0.03577168810889809,-0.28812942530229924
calibration_slope,1.6104989450227511,2.163464681877581,1.6101874136393712,2.854690727878077,1.357525153773876,0.2529737912488752
prediction_instability_sd,,0.05747401658904498,0.0229586650392609,0.1725148415051896,,0.04421446451877424
